ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*001-1351*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1352*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1353*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1354*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1355*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1356*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1357*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1358*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1359*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1360*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1361*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1362*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1363*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1364*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1365*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1366*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1367*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1368*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1369*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1370*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1371*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1372*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1373*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1374*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1375*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, Ангелов пер., д. 9, корп. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1281*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1282*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1283*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1284*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1285*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1286*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1287*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1288*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1289*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1290*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1291*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1292*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1293*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1294*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1295*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1296*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1297*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1298*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1299*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1300*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1301*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1302*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1303*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1304*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1305*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1306*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1307*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1308*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1309*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1310*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1311*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1312*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1313*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1314*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1315*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1316*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1317*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1318*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1319*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1320*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1321*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1322*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1323*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1324*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1325*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1326*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1327*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1328*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1329*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1330*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1331*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1332*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1333*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 140 Департамента здравоохранения города Москвы""";г. Москва, ул. Митинская, д. 34;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 140 ДЗМ»;ДГП140
*001-1376*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1377*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1378*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1379*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
*001-1380*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 143 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Хвалынский б-р, д. 10;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 143 ДЗМ»;ДГП143
