ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*004-1165*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1166*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1167*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1168*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1169*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1170*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1171*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1172*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1173*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1174*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1175*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1176*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1177*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1178*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1179*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1180*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1181*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1182*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1183*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1184*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1185*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1186*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1187*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1188*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1189*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1190*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1191*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1192*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1193*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1194*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1195*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1196*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1197*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1198*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1199*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1200*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1201*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1202*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1203*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1204*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1205*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1206*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1207*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1208*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1209*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1210*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1211*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1212*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1213*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1214*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1215*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1216*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 110 Департамента здравоохранения города Москвы""";г. Москва, ул. Декабристов, д. 39;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 110 ДЗМ»;ДГП110
*004-1217*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1218*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1219*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1220*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1221*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1222*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1223*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1224*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1225*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1226*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1227*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1228*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1229*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1230*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1231*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1232*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1233*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1234*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1235*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1236*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1237*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1238*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1239*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1240*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1241*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1242*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1243*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1244*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1245*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1246*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
*004-1247*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Детская городская поликлиника № 118 Департамента здравоохранения города Москвы"", Филиал № 3";г. Москва, ул. Куликовская, д. 1Б;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ДГП № 118 ДЗМ»;ДГП118
