ТТ;Тип;Код МО;Наименование МО;Адрес;н1;к1;н2;к2;н3;к3;Подпись;Общее МО
*005-0590*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0591*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0592*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0593*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0594*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0595*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0596*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0597*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0598*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0599*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0600*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0601*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0602*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0603*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0604*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0605*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0606*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0607*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0608*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0609*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0610*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0611*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 46 Департамента здравоохранения города Москвы"", Филиал № 2";г. Москва, ул. Иерусалимская, д. 4, стр. 1;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 46 ДЗМ»;ГП46
*005-0769*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0770*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0771*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0772*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0773*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0774*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0775*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0776*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0777*;Тип 1;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0778*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0779*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0780*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0781*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0782*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0783*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0784*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0785*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0786*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0787*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0788*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0789*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0790*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0791*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0792*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0793*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0794*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0795*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0796*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0797*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0798*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0799*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0800*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0801*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0802*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0803*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0804*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0805*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0806*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0807*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0808*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0809*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0810*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0811*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0812*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0813*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0814*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0815*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0816*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0817*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0818*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0819*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0820*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы"", Филиал № 4";г. Москва, Ленинградский пр-т, д. 18А;01.02.2024;29.02.2024;01.03.2024;31.03.2024;01.04.2024;30.04.2024;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0854*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0855*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0856*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0857*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0858*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0859*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0860*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
*005-0861*;Тип 2;;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 62 Департамента здравоохранения города Москвы""";г. Москва, Лихачёва пр-т, д. 11;01.02.2024;29.02.2024;-;-;-;-;ГБУЗ «ГП № 62 ДЗМ»;ГП62
